U_ID,CODEBASE,CODE1,CODE2,TOWN_ID,TOWN,COUNTY_ID,COUNTY,X,Y,AREA,bus_stops,MRT_stops,lon,lat
1972,A6310-0024-00,A6310-01-006,A6310-01,63000100,內湖區,63000,臺北市,310951.8406,2775913.38245,362112.90727,0,0,121.60427739121215,25.090278939600235
1973,A6311-0791-00,A6311-61-005,A6311-61,63000110,士林區,63000,臺北市,300103.56005,2776285.87746,17541.31869,1,0,121.49674450224103,25.094040835205313
1974,A6311-0787-00,A6311-67-002,A6311-67,63000110,士林區,63000,臺北市,302742.35826,2776311.85156,3627.65319,1,0,121.52290664353498,25.094185423069355
1975,A6311-0793-00,A6311-62-004,A6311-62,63000110,士林區,63000,臺北市,302298.08171,2776277.72508,15430.37397,0,0,121.51850077106248,25.093892792262704
1976,A6311-0807-00,A6311-67-008,A6311-67,63000110,士林區,63000,臺北市,302823.86029,2776199.10042,52775.40011,1,0,121.52371032393006,25.093164667948336
1977,A6311-0792-00,A6311-67-003,A6311-67,63000110,士林區,63000,臺北市,302673.6896,2776278.50828,5634.48327,0,0,121.52222458232357,25.093886801562217
2153,A6310-0030-00,A6310-04-002,A6310-04,63000100,內湖區,63000,臺北市,308917.03814,2775828.82723,2457.99042,0,0,121.58410154966867,25.089596377842685
2154,A6311-0939-00,A6311-71-008,A6311-71,63000110,士林區,63000,臺北市,301104.98336,2775820.1275,4426.53561,0,0,121.50665534947586,25.08980250825967
2155,A6310-0031-00,A6310-05-002,A6310-05,63000100,內湖區,63000,臺北市,310486.08944,2775818.2868,2599.75575,0,0,121.59965594419715,25.089439170625873
2156,A6311-0952-00,A6311-77-005,A6311-77,63000110,士林區,63000,臺北市,303037.54072,2775790.94389,8647.23296,0,0,121.5258129924197,25.08947238253767
2157,A6311-0947-00,A6311-75-001,A6311-75,63000110,士林區,63000,臺北市,302042.01151,2775803.96838,3331.32638,0,0,121.51594415011563,25.089624613476534
2158,A6311-0955-00,A6311-76-002,A6311-76,63000110,士林區,63000,臺北市,301515.58916,2775785.01885,5993.50334,0,0,121.51072465695681,25.089471594428606
2159,A6311-0954-00,A6311-72-009,A6311-72,63000110,士林區,63000,臺北市,301188.45746,2775792.65703,4715.34967,1,0,121.50748186412733,25.08955167897231
2160,A6310-0033-00,A6310-04-002,A6310-04,63000100,內湖區,63000,臺北市,308910.17663,2775809.1061,2433.96585,0,0,121.58403268261043,25.08941860713851
2161,A6311-0944-00,A6311-75-002,A6311-75,63000110,士林區,63000,臺北市,302110.24813,2775808.24669,2245.42592,0,0,121.51662078797601,25.089660883779143
2162,A6311-0948-00,A6311-76-003,A6311-76,63000110,士林區,63000,臺北市,301280.73795,2775797.12989,4786.02085,0,0,121.50839687043245,25.089588927743716
2163,A6311-0942-00,A6311-82-004,A6311-82,63000110,士林區,63000,臺北市,302829.43175,2775819.55663,1678.37702,0,0,121.52375097247662,25.089737992360355
2164,A6311-0961-00,A6311-73-006,A6311-73,63000110,士林區,63000,臺北市,302311.39632,2775769.47127,5405.9687,1,0,121.51861343048796,25.089303866352797
2165,A6311-0964-00,A6311-82-006,A6311-82,63000110,士林區,63000,臺北市,302731.37552,2775763.56455,7905.52793,0,0,121.52277672735048,25.089235929944614
2166,A6311-0950-00,A6311-71-004,A6311-71,63000110,士林區,63000,臺北市,300917.50348,2775794.01626,4776.39057,0,0,121.50479576191046,25.089573113100734
2167,A6311-0949-00,A6311-82-005,A6311-82,63000110,士林區,63000,臺北市,302763.00086,2775802.16442,1755.28307,0,0,121.52309173082286,25.089583300582657
2360,A6310-0142-00,A6310-12-003,A6310-12,63000100,內湖區,63000,臺北市,310734.84116,2775497.81385,9721.25422,0,0,121.60210779179708,25.0865360259659
2361,A6310-0129-00,A6310-14-007,A6310-14,63000100,內湖區,63000,臺北市,307333.34069,2775521.57064,4657.42587,0,0,121.56838863148164,25.086883494168482
2362,A6310-0141-00,A6310-10-004,A6310-10,63000100,內湖區,63000,臺北市,306595.22187,2775494.90731,7224.28374,0,0,121.56107028445648,25.08667063023992
2363,A6310-0132-00,A6310-14-006,A6310-14,63000100,內湖區,63000,臺北市,307393.9819,2775510.60412,2023.69686,0,0,121.56898933235728,25.086782186325507
2364,A6311-1046-00,A6311-79-004,A6311-79,63000110,士林區,63000,臺北市,301210.70454,2775515.50026,2404.68592,0,0,121.50769209104057,25.087048775487798
2365,A6311-1053-00,A6311-79-005,A6311-79,63000110,士林區,63000,臺北市,300983.2208,2775489.55298,4855.18547,0,0,121.50543597267811,25.08682222419762
2366,A6310-0134-00,A6310-09-008,A6310-09,63000100,內湖區,63000,臺北市,309490.49699,2775506.7239,3143.00303,0,0,121.589772627561,25.086666005703023
2367,A6311-1044-00,A6311-75-008,A6311-75,63000110,士林區,63000,臺北市,302080.59985,2775520.86892,3989.58593,0,0,121.51631597831786,25.087067487090263
2368,A6310-0136-00,A6310-09-007,A6310-09,63000100,內湖區,63000,臺北市,309407.80767,2775499.50656,4754.61774,2,0,121.58895259048728,25.086604104838475
2369,A6310-0138-00,A6310-09-005,A6310-09,63000100,內湖區,63000,臺北市,309601.52209,2775500.17966,3851.40769,0,0,121.5908729704031,25.086602546999703
2370,A6310-0143-00,A6310-05-010,A6310-05,63000100,內湖區,63000,臺北市,310640.08781,2775495.91629,6348.28447,0,0,121.60116839143764,25.086522703737067
2371,A6311-1052-00,A6311-81-002,A6311-81,63000110,士林區,63000,臺北市,302155.92565,2775496.08693,3095.77107,0,0,121.51706177821677,25.08684115734854
2372,A6310-0180-00,A6310-12-006,A6310-12,63000100,內湖區,63000,臺北市,310772.65463,2775372.18542,26699.61345,1,0,121.60247709491186,25.085400358995155
2373,A6310-0140-00,A6310-11-002,A6310-11,63000100,內湖區,63000,臺北市,310492.50389,2775495.84965,12885.48815,0,0,121.59970534732,25.086528022276966
2374,A6310-0151-00,A6310-11-003,A6310-11,63000100,內湖區,63000,臺北市,310309.44296,2775454.53125,20329.41186,0,0,121.59788879957952,25.086162331913705
2567,A6310-0363-00,A6310-24-008,A6310-24,63000100,內湖區,63000,臺北市,308916.84269,2775005.46161,188058.28794,2,0,121.58406433298882,25.082163199459302
2568,A6311-1112-00,A6311-87-004,A6311-87,63000110,士林區,63000,臺北市,302554.41742,2775244.12266,4153.20659,0,0,121.52100257483482,25.08455263001299
2569,A6304-0034-00,A6304-02-007,A6304-02,63000040,中山區,63000,臺北市,305198.41978,2775240.42679,2896.16944,0,0,121.54721304189438,25.084424926275748
2570,A6310-0240-00,A6310-13-007,A6310-13,63000100,內湖區,63000,臺北市,307918.13621,2775236.17097,3940.04525,0,0,121.57417390051751,25.0842846365131
2571,A6310-0255-00,A6310-24-004,A6310-24,63000100,內湖區,63000,臺北市,308901.77736,2775218.76759,18277.35809,1,0,121.5839241268776,25.08408947315485
2572,A6311-1127-00,A6311-89-004,A6311-89,63000110,士林區,63000,臺北市,301664.58707,2775214.19099,8791.50448,1,0,121.51218032399686,25.084313117374307
2573,A6311-1120-00,A6311-86-005,A6311-86,63000110,士林區,63000,臺北市,302359.72894,2775226.31221,4248.5245,0,0,121.51907189894244,25.084398602412023
2574,A6311-1115-00,A6311-94-002,A6311-94,63000110,士林區,63000,臺北市,301192.86669,2775239.05259,3532.9286,0,0,121.50750496363962,25.084553632227685
2575,A6310-0247-00,A6310-16-007,A6310-16,63000100,內湖區,63000,臺北市,309771.60846,2775225.08332,3568.98878,0,0,121.59254713061242,25.08411231017664
2576,A6310-0396-00,A6310-75-001,A6310-75,63000100,內湖區,63000,臺北市,306811.74516,2774946.70202,134372.44854,4,0,121.56319411031873,25.08171338764915
2577,A6310-0251-00,A6310-29-003,A6310-29,63000100,內湖區,63000,臺北市,310149.58361,2775224.18833,4205.57671,0,0,121.59629399656487,25.08408922164307
2806,A6311-1186-00,A6311-92-005,A6311-92,63000110,士林區,63000,臺北市,302492.93965,2775013.61892,2959.29972,0,0,121.52038433116725,25.082473802101564
2807,A6310-0357-00,A6310-14-010,A6310-14,63000100,內湖區,63000,臺北市,307237.53294,2775017.93664,3839.47699,0,0,121.56741789089129,25.08234040453566
2808,A6311-1187-00,A6311-90-009,A6311-90,63000110,士林區,63000,臺北市,302351.81214,2775014.7226,4627.78881,0,0,121.51898536288317,25.082488665108276
2809,A6310-0368-00,A6310-28-003,A6310-28,63000100,內湖區,63000,臺北市,307704.5529,2775001.7422,3908.27268,0,0,121.57204678018924,25.082176430653284
2810,A6310-0359-00,A6310-20-009,A6310-20,63000100,內湖區,63000,臺北市,308376.36161,2775016.89493,3955.0259,0,0,121.57870704730665,25.082287406879633
2811,A6310-0389-00,A6310-29-007,A6310-29,63000100,內湖區,63000,臺北市,310378.8399,2774957.36546,29236.01243,1,0,121.5985549207934,25.081671252108677
2812,A6310-0367-00,A6310-30-001,A6310-30,63000100,內湖區,63000,臺北市,308214.97325,2775003.37267,4670.81974,0,0,121.57710663497227,25.08217156032556
2813,A6311-1188-00,A6311-96-001,A6311-96,63000110,士林區,63000,臺北市,301282.96641,2775013.80694,3672.25944,0,0,121.50838974767629,25.082517074242638
2814,A6310-0373-00,A6310-25-009,A6310-25,63000100,內湖區,63000,臺北市,309411.12808,2774992.57439,3803.55744,0,0,121.58896360563429,25.0820274913854
2815,A6311-1191-00,A6311-90-010,A6311-90,63000110,士林區,63000,臺北市,302271.888,2775003.06649,3796.16718,0,0,121.5181926241037,25.082386203406053
2816,A6311-1197-00,A6311-96-002,A6311-96,63000110,士林區,63000,臺北市,301342.9679,2774979.02252,4650.80465,0,0,121.50898325072959,25.08220100430492
2817,A6310-0366-00,A6310-26-008,A6310-26,63000100,內湖區,63000,臺北市,307883.8263,2775004.93108,2056.2156,0,0,121.5738240483005,25.08219835845678
2818,A6311-1193-00,A6311-93-006,A6311-93,63000110,士林區,63000,臺北市,301383.40975,2774995.0927,2577.0514,0,0,121.50938475477089,25.08234470916222
2819,A6304-0079-00,A6304-06-003,A6304-06,63000040,中山區,63000,臺北市,305279.17596,2775012.08213,2742.9275,0,0,121.54800441582897,25.08236050693004
2820,A6311-1194-00,A6311-93-006,A6311-93,63000110,士林區,63000,臺北市,301439.2602,2774989.65125,6124.21731,0,0,121.50993820229596,25.082293682784485
2821,A6310-0369-00,A6310-31-003,A6310-31,63000100,內湖區,63000,臺北市,309677.69882,2774995.18935,2089.54186,0,0,121.59160621852048,25.08204058810527
3035,A6310-0475-00,A6310-34-009,A6310-34,63000100,內湖區,63000,臺北市,310237.19421,2774714.81838,4622.77277,0,0,121.59714017926215,25.079487243933386
3036,A6304-0124-00,A6304-10-002,A6304-10,63000040,中山區,63000,臺北市,305558.57062,2774712.78852,6764.40904,0,0,121.55076197536478,25.079648271356977
3037,A6310-0560-00,A6310-37-010,A6310-37,63000100,內湖區,63000,臺北市,310277.28134,2774470.53903,249165.37226,3,0,121.59752684772235,25.0772803408799
3038,A6310-0504-00,A6310-75-002,A6310-75,63000100,內湖區,63000,臺北市,307046.984,2774642.05566,22334.67319,0,0,121.56551338798178,25.078954220253056
3039,A6304-0122-00,A6304-11-002,A6304-11,63000040,中山區,63000,臺北市,305651.89456,2774729.32779,4459.82193,0,0,121.55168774749781,25.079794149779033
3040,A6311-1261-00,A6311-99-007,A6311-99,63000110,士林區,63000,臺北市,302541.3544,2774702.23874,4663.0739,1,0,121.52085237596638,25.079661006322493
3041,A6311-1265-00,A6311-94-005,A6311-94,63000110,士林區,63000,臺北市,301396.18007,2774688.01248,6754.42245,1,0,121.50949987313223,25.079571977158942
3042,A6304-0127-00,A6304-11-004,A6304-11,63000040,中山區,63000,臺北市,305758.30131,2774711.5433,8617.14008,1,0,121.55274181807273,25.07962966921522
3043,A6304-0138-00,A6304-12-005,A6304-12,63000040,中山區,63000,臺北市,305871.78844,2774679.19089,15933.372,0,0,121.5538654803112,25.079333402123527
3044,A6310-0480-00,A6310-39-004,A6310-39,63000100,內湖區,63000,臺北市,309651.8621,2774707.51198,4397.54048,0,0,121.59133762415087,25.079444514664704
3045,A6304-0130-00,A6304-12-005,A6304-12,63000040,中山區,63000,臺北市,305976.18557,2774709.91657,7460.3091,0,0,121.55490159693244,25.07960692374923
3046,A6304-0128-00,A6304-12-005,A6304-12,63000040,中山區,63000,臺北市,306070.72465,2774710.78065,7258.55431,0,0,121.55583877959955,25.079611217751534
3259,A6310-0605-00,A6310-45-004,A6310-45,63000100,內湖區,63000,臺北市,308568.13741,2774368.68838,7503.06776,0,0,121.58058051677466,25.07642808891863
3260,A6306-0013-00,A6306-03-001,A6306-03,63000060,大同區,63000,臺北市,302239.16503,2774328.62583,68497.15471,1,0,121.51784262447768,25.07629854218219
3261,A6310-0587-00,A6310-49-002,A6310-49,63000100,內湖區,63000,臺北市,309094.8733,2774405.33934,5786.70402,0,0,121.58580336069407,25.076738452215555
3262,A6304-0212-00,A6304-14-005,A6304-14,63000040,中山區,63000,臺北市,302915.36088,2774140.86756,37540.82096,0,0,121.52453825752687,25.074579941097397
3263,A6310-0604-00,A6310-48-004,A6310-48,63000100,內湖區,63000,臺北市,312604.93755,2774371.55648,5219.6899,0,0,121.62059527949245,25.07629207058406
3264,A6310-0595-00,A6310-42-007,A6310-42,63000100,內湖區,63000,臺北市,308112.47348,2774392.33204,2709.37836,0,0,121.57606474215669,25.076659138513858
3265,A6310-0599-00,A6310-47-001,A6310-47,63000100,內湖區,63000,臺北市,308198.1033,2774384.96081,2928.36941,0,0,121.57691323858687,25.07658929556909
3266,A6310-0606-00,A6310-52-004,A6310-52,63000100,內湖區,63000,臺北市,311892.78429,2774367.18647,4342.80019,0,0,121.6135359139187,25.07628196628905
3267,A6310-0694-00,A6310-84-001,A6310-84,63000100,內湖區,63000,臺北市,307678.18474,2774148.54511,86104.02997,0,0,121.57174961877853,25.074474914594834
3268,A6310-0615-00,A6310-55-005,A6310-55,63000100,內湖區,63000,臺北市,309213.08214,2774346.63216,13059.59066,0,0,121.58697258136742,25.07620382553304
3269,A6306-0009-00,A6306-02-004,A6306-02,63000060,大同區,63000,臺北市,301500.19661,2774385.6873,4557.54193,0,0,121.51051965751957,25.07683906404616
3270,A6310-0612-00,A6310-45-003,A6310-45,63000100,內湖區,63000,臺北市,308372.41374,2774358.26226,6103.01261,0,0,121.57863996203972,25.076341539770585
3271,A6310-0593-00,A6310-43-006,A6310-43,63000100,內湖區,63000,臺北市,308995.7736,2774396.48887,2798.23518,0,0,121.58482065316588,25.0766624255164
3475,A6310-0763-00,A6310-52-006,A6310-52,63000100,內湖區,63000,臺北市,311852.85147,2774003.82526,10808.50142,0,0,121.61312374739437,25.073003259509257
3476,A6310-0752-00,A6310-57-007,A6310-57,63000100,內湖區,63000,臺北市,310889.43045,2774025.70629,5810.86763,0,0,121.60357511182704,25.07323993293335
3477,A6310-0747-00,A6310-54-007,A6310-54,63000100,內湖區,63000,臺北市,312450.40693,2774036.11878,2629.38714,0,0,121.6190482810241,25.073270215271016
3478,A6310-0762-00,A6310-57-008,A6310-57,63000100,內湖區,63000,臺北市,311056.47031,2774011.11936,5511.41053,0,0,121.60523019802687,25.07310150369263
3479,A6304-0217-00,A6304-15-005,A6304-15,63000040,中山區,63000,臺北市,303310.83051,2773886.55456,70206.51862,0,0,121.52844847597646,25.072270122606927
3480,A6310-0757-00,A6310-57-008,A6310-57,63000100,內湖區,63000,臺北市,310979.87908,2774018.26485,4405.17046,1,0,121.60447132754888,25.073169105075156
3481,A6310-0759-00,A6310-56-006,A6310-56,63000100,內湖區,63000,臺北市,311623.19351,2774010.33917,1635.54752,0,0,121.61084762959528,25.073071450567316
3482,A6310-0781-00,A6310-75-009,A6310-75,63000100,內湖區,63000,臺北市,308349.00369,2773957.25338,11937.25491,0,0,121.57839090360739,25.072722204206258
3483,A6310-0780-00,A6310-62-006,A6310-62,63000100,內湖區,63000,臺北市,312577.37565,2773953.63602,26268.3651,1,0,121.62030306669386,25.07252032667921
3484,A6310-0771-00,A6310-53-008,A6310-53,63000100,內湖區,63000,臺北市,311303.97742,2773985.70098,11911.204,1,1,121.60768240325814,25.072862009063083
3485,A6306-0057-00,A6306-05-008,A6306-05,63000060,大同區,63000,臺北市,302246.31213,2774020.59214,4187.61361,0,0,121.51790177349845,25.073517391117687
3486,A6310-0773-00,A6310-61-001,A6310-61,63000100,內湖區,63000,臺北市,311123.06584,2773981.08457,8610.01394,0,0,121.60588897157542,25.072827663156893
3487,A6310-0756-00,A6310-58-003,A6310-58,63000100,內湖區,63000,臺北市,311744.17212,2774021.68703,3288.23866,0,0,121.61204730048071,25.073168957084153
3488,A6306-0058-00,A6306-07-003,A6306-07,63000060,大同區,63000,臺北市,301961.23895,2773998.88875,3090.44493,0,0,121.51507520070459,25.073331286362315
3489,A6310-0761-00,A6310-55-008,A6310-55,63000100,內湖區,63000,臺北市,309414.19273,2774007.1224,2068.63361,0,0,121.58895142377862,25.073130898179407
3702,A6310-0929-00,A6310-71-006,A6310-71,63000100,內湖區,63000,臺北市,311685.69702,2773637.29051,11954.63438,1,0,121.611450453306,25.069701098763943
3703,A6310-0908-00,A6310-67-006,A6310-67,63000100,內湖區,63000,臺北市,312284.62459,2773676.76101,3576.68839,0,0,121.61738875086061,25.070032860097893
3704,A6310-0928-00,A6310-73-003,A6310-73,63000100,內湖區,63000,臺北市,312060.67333,2773642.34273,4772.00858,0,0,121.61516741038167,25.06973135450819
3705,A6310-0899-00,A6310-69-005,A6310-69,63000100,內湖區,63000,臺北市,311963.58751,2773697.29993,1720.8534,0,0,121.61420757940544,25.070231480244985
3706,A6310-0938-00,A6310-60-005,A6310-60,63000100,內湖區,63000,臺北市,309641.63354,2773625.66607,21221.26083,0,0,121.59118933513277,25.069678220028564
3707,A6310-0913-00,A6310-60-005,A6310-60,63000100,內湖區,63000,臺北市,309712.26176,2773672.32902,3092.24098,0,0,121.59189142263887,25.070096695019426
3708,A6310-0914-00,A6310-60-004,A6310-60,63000100,內湖區,63000,臺北市,309775.65727,2773667.16701,5583.0098,0,0,121.59251957314281,25.07004758671738
3709,A6306-0114-00,A6306-10-006,A6306-10,63000060,大同區,63000,臺北市,302429.6803,2773677.02473,5907.50313,0,0,121.51970629696572,25.070409338675354
3710,A6310-0916-00,A6310-60-006,A6310-60,63000100,內湖區,63000,臺北市,309875.78474,2773665.39357,9810.01905,0,0,121.59351195642644,25.070027612011742
3711,A6310-0922-00,A6310-73-004,A6310-73,63000100,內湖區,63000,臺北市,312108.04181,2773659.43637,3140.15304,0,0,121.6156376935944,25.069883725761965
3712,A6310-0941-00,A6310-75-009,A6310-75,63000100,內湖區,63000,臺北市,308289.93639,2773612.15852,27817.97734,0,0,121.57779079845707,25.069609024809655
3713,A6310-0909-00,A6310-68-008,A6310-68,63000100,內湖區,63000,臺北市,311800.41267,2773672.99726,1850.00995,0,0,121.61258910759977,25.070018763920555
3714,A6306-0116-00,A6306-10-006,A6306-10,63000060,大同區,63000,臺北市,302339.26401,2773675.52832,3607.80425,0,0,121.51881002262473,25.0703989639146
3715,A6310-0917-00,A6310-67-008,A6310-67,63000100,內湖區,63000,臺北市,312329.85849,2773665.73272,2332.63124,0,0,121.61783660633118,25.069931433964225
3716,A6310-0919-00,A6310-62-009,A6310-62,63000100,內湖區,63000,臺北市,312548.73478,2773663.76971,5036.20035,0,0,121.62000599974053,25.069904667708432
3717,A6306-0118-00,A6306-12-002,A6306-12,63000060,大同區,63000,臺北市,301578.40183,2773665.46397,4353.60067,0,0,121.51126788045555,25.070334268239005
3950,A6310-1079-00,A6310-82-006,A6310-82,63000100,內湖區,63000,臺北市,309840.67895,2773284.34092,16614.64284,0,0,121.59314742145044,25.06658893038747
3951,A6304-0248-00,A6304-22-001,A6304-22,63000040,中山區,63000,臺北市,302841.92488,2773368.23003,2377.56537,0,0,121.52378065808199,25.067607203839422
3952,A6310-1059-00,A6310-77-011,A6310-77,63000100,內湖區,63000,臺北市,311300.93216,2773334.26168,5075.4897,0,0,121.60762320102896,25.066981076890517
3953,A6304-0257-00,A6304-20-003,A6304-20,63000040,中山區,63000,臺北市,304067.46317,2773354.55569,2876.05201,0,0,121.53592750840937,25.067440401539834
3954,A6310-1063-00,A6310-82-003,A6310-82,63000100,內湖區,63000,臺北市,309876.63429,2773319.24615,10845.88905,0,0,121.59350531806935,25.06690262418064
3955,A6310-1057-00,A6310-80-004,A6310-80,63000100,內湖區,63000,臺北市,312077.54522,2773334.09442,5687.77926,0,0,121.61532073984897,25.066947864539625
3956,A6306-0180-00,A6306-13-005,A6306-13,63000060,大同區,63000,臺北市,301393.1158,2773341.33529,3681.05177,0,0,121.50941919735878,25.06741436738923
3957,A6306-0176-00,A6306-18-001,A6306-18,63000060,大同區,63000,臺北市,302367.5896,2773350.82584,6241.81963,0,0,121.51907843438568,25.067466592238986
3958,A6310-1056-00,A6310-80-004,A6310-80,63000100,內湖區,63000,臺北市,312137.45526,2773349.2838,2864.51859,0,0,121.61591523462995,25.067082528694733
3959,A6310-1094-00,A6310-77-007,A6310-77,63000100,內湖區,63000,臺北市,311521.84786,2773245.35321,55122.47967,0,1,121.60980887604237,25.06616945259755
3960,A6310-1050-00,A6310-78-005,A6310-78,63000100,內湖區,63000,臺北市,309093.98264,2773357.67341,1685.82826,0,0,121.58574954071427,25.067280346299185
3961,A6306-0179-00,A6306-16-006,A6306-16,63000060,大同區,63000,臺北市,301752.71911,2773346.49717,7583.3499,0,0,121.51298374147937,25.067448695943025
3962,A6306-0177-00,A6306-15-004,A6306-15,63000060,大同區,63000,臺北市,302167.45954,2773349.86123,4191.30055,0,0,121.5170947309608,25.067464805868976
3963,A6304-0253-00,A6304-18-002,A6304-18,63000040,中山區,63000,臺北市,304381.21779,2773359.77451,2842.19622,0,0,121.53903760481998,25.067476258184417
3964,A6304-0255-00,A6304-19-001,A6304-19,63000040,中山區,63000,臺北市,304515.02458,2773357.3206,3039.77562,0,0,121.54036378102793,25.06744928337618
3965,A6304-0260-00,A6304-19-002,A6304-19,63000040,中山區,63000,臺北市,304630.53084,2773347.57525,3598.81327,0,0,121.54150827495776,25.067357132070775
4209,A6304-0390-00,A6304-26-005,A6304-26,63000040,中山區,63000,臺北市,303602.40545,2773085.12402,4265.87041,0,0,121.53130742828833,25.065024563714946
4210,A6304-0402-00,A6304-28-008,A6304-28,63000040,中山區,63000,臺北市,304203.34247,2773057.72815,7204.41296,0,0,121.5372626360679,25.06475580338511
4211,A6304-0401-00,A6304-28-007,A6304-28,63000040,中山區,63000,臺北市,304274.32597,2773059.05586,6106.52717,0,0,121.53796625123132,25.064765242378574
4212,A6301-0026-00,A6301-01-007,A6301-01,63000010,松山區,63000,臺北市,307120.41487,2773081.06565,3101.74025,0,0,121.56617649208395,25.06485905738214
4213,A6304-0393-00,A6304-28-005,A6304-28,63000040,中山區,63000,臺北市,304391.78575,2773083.97024,3309.51578,0,0,121.53913145447518,25.064985944266603
4214,A6304-0394-00,A6304-28-006,A6304-28,63000040,中山區,63000,臺北市,304490.45139,2773076.72135,2494.37805,0,0,121.5401091072248,25.064916947866283
4215,A6304-0395-00,A6304-28-006,A6304-28,63000040,中山區,63000,臺北市,304524.2405,2773083.55204,3417.48565,0,0,121.54044428352717,25.064977396024695
4216,A6310-1118-00,A6310-75-010,A6310-75,63000100,內湖區,63000,臺北市,309745.85464,2773042.85457,13007.5002,0,0,121.59219707087121,25.064412587226617
4217,A6304-0392-00,A6304-28-004,A6304-28,63000040,中山區,63000,臺北市,304357.08527,2773077.59975,2389.71224,0,0,121.53878726372498,25.064929680554037
4218,A6304-0396-00,A6304-23-009,A6304-23,63000040,中山區,63000,臺北市,304655.67882,2773084.2608,3985.34943,0,0,121.54174708240996,25.064979047016376
4219,A6304-0388-00,A6304-22-009,A6304-22,63000040,中山區,63000,臺北市,302823.96497,2773086.95546,3506.10626,0,0,121.52359184711565,25.065068506474965
4220,A6304-0427-00,A6304-33-004,A6304-33,63000040,中山區,63000,臺北市,304794.68152,2773002.06547,21648.05327,0,0,121.54312155662679,25.064231962774393
4221,A6304-0403-00,A6304-33-004,A6304-33,63000040,中山區,63000,臺北市,304881.02098,2773054.02345,5587.52271,1,0,121.54397938908706,25.06469790131435
4222,A6304-0398-00,A6304-24-004,A6304-24,63000040,中山區,63000,臺北市,303886.36084,2773074.37458,2066.30047,0,0,121.53412147908571,25.0649174209653
4223,A6304-0399-00,A6304-24-004,A6304-24,63000040,中山區,63000,臺北市,303941.79228,2773074.14321,3311.53197,0,0,121.53467088744566,25.064913354758737
4224,A6306-0232-00,A6306-19-005,A6306-19,63000060,大同區,63000,臺北市,301439.6242,2773062.97196,5104.23137,0,0,121.50986978130742,25.064899736618806
4225,A6304-0391-00,A6304-30-006,A6304-30,63000040,中山區,63000,臺北市,303131.94404,2773082.41088,2281.09465,0,0,121.52664426287062,25.06501668243767
4452,A6306-0276-00,A6306-24-003,A6306-24,63000060,大同區,63000,臺北市,301972.9612,2772786.944,4095.8154,0,0,121.51514563139713,25.062389526313645
4453,A6301-0074-00,A6301-07-007,A6301-07,63000010,松山區,63000,臺北市,306878.25528,2772782.24017,5523.14662,0,0,121.56376395653916,25.062170433754815
4454,A6304-0505-00,A6304-37-002,A6304-37,63000040,中山區,63000,臺北市,303574.74235,2772777.93886,9331.94445,0,0,121.53102128627286,25.06225230280657
4455,A6306-0284-00,A6306-24-003,A6306-24,63000060,大同區,63000,臺北市,301902.65345,2772754.44864,2925.04946,0,0,121.51444755214506,25.06209857599987
4456,A6301-0102-00,A6301-09-004,A6301-09,63000010,松山區,63000,臺北市,306220.24297,2772676.27078,87049.55079,2,0,121.5572378102939,25.06123837258593
4457,A6301-0076-00,A6301-08-003,A6301-08,63000010,松山區,63000,臺北市,307168.95226,2772776.03187,3338.67119,0,0,121.56664490825088,25.06210341926014
4458,A6306-0275-00,A6306-25-001,A6306-25,63000060,大同區,63000,臺北市,301763.56871,2772793.57769,2788.78425,0,0,121.51307049000471,25.062456600347172
4459,A6304-0508-00,A6304-39-002,A6304-39,63000040,中山區,63000,臺北市,303718.45735,2772774.01265,9359.03921,1,0,121.5324455566677,25.062211756584038
4460,A6301-0073-00,A6301-07-005,A6301-07,63000010,松山區,63000,臺北市,307074.02839,2772784.69264,3192.62056,1,0,121.56570444093263,25.062185194750715
4461,A6306-0281-00,A6306-23-002,A6306-23,63000060,大同區,63000,臺北市,301452.76395,2772775.89729,2636.06343,0,0,121.50998928914368,25.06230759466633
4462,A6304-0510-00,A6304-42-001,A6304-42,63000040,中山區,63000,臺北市,303874.53341,2772769.79553,9915.79398,1,0,121.53399233033723,25.06216812987451
4463,A6306-0280-00,A6306-26-004,A6306-26,63000060,大同區,63000,臺北市,302187.59828,2772779.64619,3179.26982,0,0,121.51727272642508,25.062316246610578
4464,A6306-0277-00,A6306-26-002,A6306-26,63000060,大同區,63000,臺北市,302072.37685,2772782.68708,1379.47489,0,0,121.51613082696876,25.0623476734245
4465,A6306-0278-00,A6306-26-003,A6306-26,63000060,大同區,63000,臺北市,302116.81682,2772780.82348,2028.98746,0,0,121.51657122225821,25.062329317317463
4466,A6306-0279-00,A6306-24-003,A6306-24,63000060,大同區,63000,臺北市,302035.86498,2772780.86405,1543.55185,0,0,121.5157688714014,25.062332472638225
4467,A6304-0506-00,A6304-42-001,A6304-42,63000040,中山區,63000,臺北市,304074.89915,2772775.71955,10017.87544,1,0,121.53597847496955,25.06221445655327
4499,A6301-0087-00,A6301-13-004,A6301-13,63000010,松山區,63000,臺北市,305318.34173,2772720.92911,4847.80988,0,0,121.54830056173809,25.061674818485862
4500,A6306-0290-00,A6306-26-004,A6306-26,63000060,大同區,63000,臺北市,302167.5335,2772728.56018,8297.5595,0,0,121.51707191915801,25.061855737921423
4501,A6301-0084-00,A6301-08-004,A6301-08,63000010,松山區,63000,臺北市,307174.82597,2772732.16508,2150.62205,0,0,121.5667013031378,25.061707173683367
