最小統計區代碼,X,Y
A6307-0508-00,300179.29762,2768797.37652
A6307-0509-00,300313.74632,2768796.36502
A6307-0510-00,300350.4818,2768794.56309
A6307-0511-00,300262.38617,2768787.19791
A6307-0512-00,299474.77919,2768783.08789
A6307-0513-00,299570.22905,2768785.51015
A6307-0514-00,299524.02467,2768780.33862
A6307-0515-00,300669.73102,2768772.72484
A6307-0516-00,300381.72764,2768774.16527
A6307-0517-00,300601.92865,2768770.05131
A6307-0518-00,299778.25981,2768770.11123
A6307-0519-00,300751.39596,2768768.0142
A6307-0520-00,299810.135,2768764.9848
A6307-0521-00,300125.01588,2768763.26045
A6307-0522-00,299585.36626,2768762.8544
A6307-0523-00,300064.12812,2768764.05307
A6307-0524-00,300024.85752,2768757.11107
A6307-0525-00,299996.22021,2768750.73526
A6307-0526-00,299967.31949,2768745.43453
A6307-0527-00,299603.73483,2768743.48663
A6307-0528-00,300883.46382,2768740.40604
A6307-0529-00,300280.46124,2768739.95053
A6307-0530-00,300536.18707,2768737.38514
A6307-0531-00,300201.59097,2768738.34068
A6307-0532-00,300472.66848,2768736.72183
A6307-0533-00,301193.00091,2768738.71878
A6307-0534-00,299836.87252,2768732.86596
A6307-0535-00,299928.45465,2768730.42507
A6307-0536-00,300414.744,2768726.75174
A6307-0537-00,299620.64582,2768722.72174
A6307-0538-00,299801.00314,2768718.11653
A6307-0539-00,300677.03077,2768712.01933
A6307-0540-00,300600.99096,2768712.49153
A6307-0541-00,300153.8632,2768710.85848
A6307-0542-00,299355.50803,2768708.58255
A6307-0543-00,299976.1401,2768702.44919
A6307-0544-00,300297.85531,2768702.86221
A6307-0545-00,300357.89962,2768705.27952
A6307-0546-00,299643.46957,2768700.64213
A6307-0547-00,300382.70148,2768693.15971
A6307-0548-00,299681.04039,2768687.10996
A6307-0549-00,299889.81943,2768687.37137
A6307-0550-00,300091.27939,2768683.27421
A6307-0551-00,300811.53627,2768672.45165
A6307-0552-00,299692.45305,2768654.80896
A6307-0553-00,300603.5474,2768655.41717
A6307-0554-00,301301.05111,2768651.80934
A6307-0555-00,299954.07075,2768654.97874
A6307-0556-00,300304.77694,2768654.63658
A6307-0557-00,300252.68734,2768648.70653
A6307-0558-00,300777.15745,2768651.52292
A6307-0559-00,299862.82196,2768651.1271
A6307-0560-00,299542.06148,2768651.32346
A6307-0561-00,300472.51294,2768650.69423
A6307-0562-00,300736.91136,2768643.47032
A6307-0563-00,300399.27922,2768639.33209
A6307-0564-00,300033.92806,2768637.88648
A6307-0565-00,299822.91699,2768634.32053
A6307-0566-00,300666.57613,2768646.95886
A6307-0567-00,300188.52947,2768635.03273
A6307-0568-00,300531.15718,2768633.59571
A6307-0569-00,299702.21341,2768629.7982
A6307-0570-00,299629.23686,2768628.45789
A6307-0571-00,300325.86235,2768616.0958
A6307-0572-00,299912.89739,2768615.49326
A6307-0573-00,300597.28379,2768611.74334
A6307-0574-00,299719.1601,2768611.25132
A6307-0575-00,299985.85908,2768604.10947
A6307-0576-00,300456.01714,2768604.26554
A6307-0577-00,300128.55899,2768603.1077
A6307-0578-00,299741.14518,2768596.5643
A6307-0579-00,300073.1864,2768573.72205
A6307-0580-00,299587.08378,2768576.48349
A6307-0581-00,300238.25206,2768573.95687
A6307-0582-00,301389.8329,2768567.45911
A6307-0583-00,301006.23535,2768579.16116
A6307-0584-00,300706.02587,2768563.64284
A6307-0585-00,300336.17598,2768565.09186
A6307-0586-00,300406.7466,2768564.58072
A6307-0587-00,299737.8468,2768559.79884
A6307-0588-00,299844.03137,2768561.77854
A6307-0589-00,300520.18026,2768558.75182
A6307-0590-00,301438.15752,2768562.30082
A6307-0591-00,300659.71365,2768541.94339
A6307-0592-00,299948.45983,2768550.86806
A6307-0593-00,300025.81409,2768549.96644
A6307-0594-00,300568.12906,2768544.09095
A6307-0595-00,300451.93626,2768541.50932
A6307-0596-00,299784.9364,2768535.99239
A6307-0597-00,301334.96558,2768528.5674
A6307-0598-00,300606.64136,2768529.027
A6307-0599-00,300007.09191,2768526.69267
A6307-0600-00,301603.01832,2768529.07073
A6307-0601-00,300256.24265,2768528.46157
A6307-0602-00,301497.58976,2768526.09601
A6307-0603-00,299923.69365,2768519.51556
A6307-0604-00,299868.25224,2768513.06295
A6307-0605-00,300166.81625,2768514.16803
A6307-0606-00,299666.09703,2768502.21074
A6307-0607-00,300849.51569,2768497.04238
A6307-0608-00,299805.63635,2768493.42465
A6307-0609-00,299736.74516,2768493.41511
A6307-0610-00,301010.03561,2768475.89957
A6307-0611-00,300538.49385,2768472.34099
A6307-0612-00,299603.27828,2768474.98608
A6307-0613-00,300076.02314,2768469.74485
A6307-0614-00,300467.20295,2768465.2926
A6307-0615-00,301378.1016,2768458.32002
A6307-0616-00,300592.40669,2768451.94877
A6307-0617-00,300660.77419,2768455.86643
A6307-0618-00,300673.7123,2768449.08252
A6307-0619-00,299638.02906,2768444.02516
A6307-0620-00,300337.17978,2768446.68711
A6307-0621-00,299847.13558,2768443.3279
A6307-0622-00,300722.32568,2768440.25506
A6307-0623-00,300197.33012,2768437.02066
A6307-0624-00,299465.4333,2768437.19429
A6307-0625-00,299765.95037,2768432.97501
A6307-0626-00,299961.04382,2768430.03171
A6307-0627-00,300672.62327,2768428.41779
A6307-0628-00,299707.20067,2768417.58711
A6307-0629-00,300513.47256,2768408.88045
A6307-0630-00,300672.74008,2768406.05873
A6307-0631-00,299870.0793,2768394.45431
A6307-0632-00,300092.14917,2768394.13555
A6307-0633-00,300579.40714,2768388.13094
A6307-0634-00,300131.94528,2768387.76207
A6307-0635-00,299798.55168,2768383.77152
A6307-0636-00,300478.9356,2768376.29151
A6307-0637-00,300671.91661,2768373.68649
A6307-0638-00,300222.1637,2768370.39275
A6307-0639-00,300715.68832,2768365.12264
A6307-0640-00,300427.59122,2768364.43489
A6307-0641-00,300630.15736,2768364.43548
A6307-0642-00,299721.76299,2768359.87607
A6307-0643-00,299660.93452,2768355.52744
A6307-0644-00,299969.4426,2768352.99785
A6307-0645-00,301010.15679,2768333.01963
A6307-0646-00,300118.36162,2768336.27758
A6307-0647-00,299857.92506,2768332.89972
A6307-0648-00,300681.38587,2768331.78289
A6307-0649-00,300511.80679,2768329.73284
A6307-0650-00,300448.2775,2768324.45741
A6307-0651-00,300334.17974,2768319.79615
A6307-0652-00,300586.92916,2768319.71575
A6307-0653-00,300953.4759,2768316.87559
A6307-0654-00,299758.42322,2768308.83722
A6307-0655-00,300463.51611,2768294.90036
A6307-0656-00,299991.2324,2768296.23732
A6307-0657-00,300277.07244,2768288.60929
A6307-0658-00,300563.19962,2768292.10906
A6307-0659-00,300392.11017,2768285.53067
A6307-0660-00,299489.79743,2768290.57781
A6307-0661-00,300226.98861,2768283.81862
A6307-0662-00,299865.42722,2768287.16573
A6307-0663-00,300174.28858,2768281.42166
A6307-0664-00,300109.78735,2768269.90164
A6307-0665-00,300680.59798,2768276.51861
A6307-0666-00,300518.72022,2768270.7114
A6307-0667-00,299772.17412,2768265.95875
A6307-0668-00,299881.94791,2768260.94238
A6307-0669-00,300473.32131,2768249.63994
A6307-0670-00,300006.5255,2768244.56749
A6307-0671-00,299696.8624,2768242.26782
A6307-0672-00,300591.83305,2768234.25291
A6307-0673-00,299782.86386,2768232.65929
A6307-0674-00,301335.9994,2768248.09548
A6307-0675-00,299886.05294,2768225.58873
A6307-0676-00,299726.47266,2768223.91855
A6307-0677-00,300268.34747,2768220.1454
A6307-0678-00,300334.84324,2768209.42192
A6307-0679-00,300119.83671,2768208.92663
A6307-0680-00,300196.96659,2768206.97584
A6307-0681-00,300030.7376,2768204.36308
A6307-0682-00,299895.62184,2768197.9411
A6307-0683-00,300645.13302,2768196.87248
A6307-0684-00,300721.13485,2768190.35185
A6307-0685-00,300083.13215,2768185.72252
A6307-0686-00,300510.67363,2768185.16618
A6307-0687-00,300375.1448,2768184.19794
A6307-0688-00,299798.24164,2768182.08089
A6307-0689-00,300029.33376,2768167.50599
A6307-0690-00,300479.99643,2768162.74669
A6307-0691-00,299912.75427,2768165.46675
A6307-0692-00,300661.08358,2768162.11506
A6307-0693-00,299746.06763,2768156.47415
A6307-0694-00,299519.38808,2768150.60278
A6307-0695-00,300425.02338,2768153.21955
A6307-0696-00,300091.61022,2768146.38695
A6307-0697-00,300682.23003,2768144.18832
A6307-0698-00,300155.56846,2768139.1987
A6307-0699-00,299946.95665,2768139.21175
A6307-0700-00,300222.88878,2768135.02369
A6307-0701-00,300287.25224,2768127.95182
A6307-0702-00,300701.89356,2768127.36897
A6307-0703-00,300574.42915,2768126.02674
A6307-0704-00,299999.86029,2768120.51007
A6307-0705-00,300344.58919,2768111.80296
A6307-0706-00,300760.35761,2768113.14125
A6307-0707-00,299764.28453,2768110.49437
A6307-0708-00,300527.82394,2768104.99875
A6307-0709-00,299904.63487,2768106.08483
A6307-0710-00,300605.32992,2768097.52767
A6307-0711-00,299829.15897,2768094.89328
A6307-0712-00,300836.45123,2768083.13396
A6307-0713-00,300436.52309,2768085.00391
A6307-0714-00,300622.88264,2768075.87792
A6307-0715-00,300027.94057,2768074.31628
A6307-0716-00,300058.21169,2768073.6717
A6307-0717-00,300650.15014,2768069.14353
A6307-0718-00,299890.29356,2768068.06174
A6307-0719-00,299785.49082,2768066.21527
A6307-0720-00,300110.59793,2768059.7691
A6307-0721-00,299963.03101,2768055.65078
A6307-0722-00,300670.37185,2768051.58166
A6307-0723-00,300778.21318,2768049.33685
A6307-0724-00,300445.53353,2768049.62573
A6307-0725-00,300238.73791,2768043.91015
A6307-0726-00,300695.49047,2768034.67203
A6307-0727-00,300575.63603,2768031.64664
A6307-0728-00,300156.85817,2768028.9836
A6307-0729-00,299801.60021,2768030.44673
A6307-0730-00,299869.39342,2768022.83286
A6307-0731-00,300461.29093,2768020.52522
A6307-0732-00,300010.55066,2768018.92608
A6307-0733-00,300719.65334,2768017.32169
A6307-0734-00,300624.21447,2768018.83242
A6307-0735-00,300297.13819,2768012.29943
A6307-0736-00,300353.36726,2768005.61024
A6307-0737-00,300492.72216,2767999.57733
A6307-0738-00,300075.26166,2767998.9842
A6307-0739-00,299936.07994,2767998.87903
A6307-0740-00,299819.17818,2767996.73839
A6307-0741-00,300542.1579,2767988.31054
A6307-0742-00,300654.53607,2767987.84512
A6307-0743-00,299899.88723,2767971.55614
A6307-0744-00,300616.2821,2767970.96922
A6307-0745-00,299985.0228,2767968.49069
A6307-0746-00,300130.17865,2767964.47036
A6307-0747-00,300498.30362,2767949.27814
A6307-0748-00,300390.02179,2767947.12907
A6307-0749-00,299849.53977,2767945.65904
A6307-0750-00,299560.26222,2767942.84472
A6307-0751-00,300566.29484,2767937.29838
A6307-0752-00,300039.831,2767937.30215
A6307-0753-00,300442.97099,2767917.15747
A6307-0754-00,299948.20805,2767915.36041
A6307-0755-00,300094.07336,2767907.05905
A6307-0756-00,300013.3293,2767891.40765
A6307-0757-00,300493.4184,2767886.18462
A6307-0758-00,299919.56504,2767876.17131
A6307-0759-00,300251.21474,2767844.83427
A6307-0760-00,299992.15162,2767853.31047
A6307-0761-00,300848.67785,2767865.15442
A6307-0762-00,299879.85316,2767850.51313
A6307-0763-00,300047.55027,2767827.21742
A6307-0764-00,299971.50129,2767817.63637
A6307-0765-00,299981.69176,2767771.84973
A6307-0766-00,300390.23943,2767444.01782
A6307-0767-00,299698.23161,2767398.29292
A6308-0001-00,309355.08059,2767121.57016
A6308-0002-00,304178.99131,2767083.82006
A6308-0003-00,307991.60367,2767041.40718
A6308-0004-00,306303.92842,2767068.91234
A6308-0005-00,306441.53356,2766994.17298
A6308-0006-00,304204.36667,2766982.80047
A6308-0007-00,306084.78022,2766950.86437
A6308-0008-00,306608.58675,2766939.01097
A6308-0009-00,306517.76024,2766890.57317
A6308-0010-00,306642.8376,2766855.63774
A6308-0011-00,304009.45843,2766840.09276
A6308-0012-00,304260.98852,2766841.44761
A6308-0013-00,306542.81708,2766819.74596
A6308-0014-00,306426.34458,2766807.5859
A6308-0015-00,305409.50743,2766808.55185
A6308-0016-00,306490.04456,2766745.95715
A6308-0017-00,304402.92985,2766737.39065
A6308-0018-00,306609.25227,2766734.38593
A6308-0019-00,306830.57888,2766716.19818
A6308-0020-00,303779.09407,2766721.44839
A6308-0021-00,306693.90639,2766708.7775
A6308-0022-00,306542.52975,2766698.87535
A6308-0023-00,305656.35689,2766699.4687
A6308-0024-00,304306.14564,2766699.75692
A6308-0025-00,304749.80424,2766693.11575
A6308-0026-00,307296.52269,2766706.79186
A6308-0027-00,307408.97807,2766671.56603
A6308-0028-00,305486.40988,2766686.52997
A6308-0029-00,307142.92595,2766690.38071
A6308-0030-00,304215.48769,2766662.36497
A6308-0031-00,306433.7147,2766669.24517
A6308-0032-00,304286.07308,2766643.89909
A6308-0033-00,305717.52116,2766640.7788
A6308-0034-00,305607.95964,2766634.94624
A6308-0035-00,304467.33373,2766629.28697
A6308-0036-00,306476.86307,2766631.75429
A6308-0037-00,306611.60807,2766625.41091
A6308-0038-00,305590.20529,2766611.84701
A6308-0039-00,306275.15628,2766625.52093
A6308-0040-00,305271.6173,2766596.23543
A6308-0041-00,307080.86692,2766608.38213
A6308-0042-00,307163.16511,2766597.99965
A6308-0043-00,304363.99083,2766592.24938
A6308-0044-00,304027.19815,2766592.66709
A6308-0045-00,304528.37661,2766580.85535
A6308-0046-00,304776.43472,2766568.00326
A6308-0047-00,306592.47246,2766563.26326
A6308-0048-00,304266.598,2766558.6909
A6308-0049-00,308861.08861,2766549.98076
A6308-0050-00,304664.93961,2766538.92067
A6308-0051-00,304551.72278,2766532.62603
A6308-0052-00,305487.70009,2766539.41732
A6308-0053-00,304056.0904,2766535.45491
A6308-0054-00,304451.65404,2766527.56314
A6308-0055-00,307038.39979,2766525.84923
A6308-0056-00,305615.65475,2766528.83243
A6308-0057-00,304159.45229,2766507.01823
A6308-0058-00,305984.39513,2766540.80664
A6308-0059-00,308120.05004,2766517.34007
A6308-0060-00,307368.23308,2766508.69252
A6308-0061-00,307289.25408,2766509.97659
A6308-0062-00,304937.87522,2766507.18663
A6308-0063-00,305701.62506,2766495.56543
A6308-0064-00,307597.05761,2766491.50276
A6308-0065-00,303980.86284,2766498.47995
A6308-0066-00,306574.37395,2766495.39249
A6308-0067-00,305210.72966,2766492.65286
A6308-0068-00,304055.30195,2766483.41386
A6308-0069-00,305277.00635,2766480.13046
A6308-0070-00,304262.48974,2766472.19794
A6308-0071-00,304674.688,2766471.24772
A6308-0072-00,305548.62752,2766464.66195
A6308-0073-00,304789.37581,2766467.80785
A6308-0074-00,304343.8625,2766468.22686
A6308-0075-00,307225.99281,2766466.86354
A6308-0076-00,307362.55985,2766465.348
A6308-0077-00,306819.55066,2766460.1969
A6308-0078-00,307840.63198,2766455.93375
A6308-0079-00,305341.176,2766439.81981
A6308-0080-00,304327.69502,2766431.00403
A6308-0081-00,304734.26468,2766427.12333
A6308-0082-00,305664.51279,2766426.63766
A6308-0083-00,304043.99498,2766415.80818
A6308-0084-00,305639.94243,2766400.59132
A6308-0085-00,304505.29684,2766408.40291
A6308-0086-00,304653.73043,2766402.03935
A6308-0087-00,308466.41085,2766434.72379
A6308-0088-00,304232.09179,2766379.10255
A6308-0089-00,306052.52808,2766379.7426
A6308-0090-00,306504.05105,2766390.66359
A6308-0091-00,306157.00684,2766379.57388
A6308-0092-00,305389.00999,2766357.7842
A6308-0093-00,305731.78366,2766369.13131
A6308-0094-00,307518.13034,2766357.03075
A6308-0095-00,305426.45623,2766352.57812
A6308-0096-00,305595.60336,2766355.94108
A6308-0097-00,304675.42779,2766348.315
A6308-0098-00,305491.93495,2766344.95676
A6308-0099-00,305455.12888,2766345.89687
A6308-0100-00,304414.29892,2766344.36993
A6308-0101-00,304341.15742,2766338.54827
A6308-0102-00,304823.74104,2766339.3828
A6308-0103-00,309623.24534,2766415.61455
A6308-0104-00,307616.97109,2766330.6101
A6308-0105-00,305538.55725,2766331.44031
A6308-0106-00,308333.95013,2766325.81543
A6308-0107-00,305625.53352,2766319.15496
A6308-0108-00,304270.72601,2766312.65327
A6308-0109-00,304200.72987,2766312.43027
A6308-0110-00,306435.87597,2766309.52698
A6308-0111-00,307529.06626,2766300.42719
A6308-0112-00,306481.31553,2766296.2976
A6308-0113-00,305779.12015,2766298.08389
A6308-0114-00,306917.79056,2766292.0071
A6308-0115-00,306303.69452,2766287.30319
A6308-0116-00,306104.1785,2766294.668
A6308-0117-00,305583.76596,2766283.40688
A6308-0118-00,304478.22631,2766286.8239
A6308-0119-00,307021.16866,2766278.68307
A6308-0120-00,307617.01905,2766281.09612
A6308-0121-00,304658.32949,2766283.80166
A6308-0122-00,305225.38115,2766283.10591
A6308-0123-00,305635.04444,2766265.55528
A6308-0124-00,307255.50213,2766277.65704
A6308-0125-00,308151.45131,2766267.49434
A6308-0126-00,306460.44729,2766244.02411
A6308-0127-00,306190.4349,2766248.18624
A6308-0128-00,306726.20551,2766242.99751
A6308-0129-00,304216.85656,2766246.46198
A6308-0130-00,304596.47687,2766242.65797
A6308-0131-00,304267.01812,2766239.01656
A6308-0132-00,305544.26168,2766243.52723
A6308-0133-00,306794.07231,2766233.29238
A6308-0134-00,306930.1379,2766237.24298
A6308-0135-00,305256.05252,2766237.69982
A6308-0136-00,304334.8986,2766233.71905
A6308-0137-00,305768.22884,2766229.07987
A6308-0138-00,305902.284,2766219.39515
A6308-0139-00,304408.95791,2766219.02378
A6308-0140-00,305218.33364,2766204.49843
A6308-0141-00,304094.39025,2766203.06658
A6308-0142-00,307044.28786,2766205.39379
A6308-0143-00,306307.00491,2766206.26872
A6308-0144-00,304490.38557,2766197.54555
A6308-0145-00,304238.81192,2766194.56642
A6308-0146-00,305659.2063,2766196.21886
A6308-0147-00,307487.56958,2766193.12823
A6308-0148-00,304569.22738,2766184.64829
A6308-0149-00,306031.30991,2766183.24455
A6308-0150-00,305294.67742,2766179.11356
A6308-0151-00,303848.40099,2766137.06643
A6308-0152-00,307042.79876,2766165.66217
A6308-0153-00,304781.15532,2766173.23932
A6308-0154-00,305737.82125,2766163.19282
A6308-0155-00,305378.58388,2766158.63549
A6308-0156-00,304657.03799,2766158.26157
A6308-0157-00,306764.34188,2766153.4897
A6308-0158-00,305455.35261,2766144.8062
A6308-0159-00,304270.00735,2766141.59949
A6308-0160-00,304221.23494,2766146.99033
A6308-0161-00,304429.84075,2766142.88971
A6308-0162-00,304627.65417,2766142.16892
A6308-0163-00,308719.70359,2766158.50968
A6308-0164-00,307464.60199,2766131.39245
A6308-0165-00,307700.74091,2766131.00898
A6308-0166-00,306130.26652,2766129.4822
A6308-0167-00,304338.70383,2766123.55826
A6308-0168-00,305836.91402,2766125.51259
A6308-0169-00,305909.12953,2766126.0486
A6308-0170-00,304545.97392,2766118.64187
A6308-0171-00,307328.14415,2766126.37677
A6308-0172-00,306293.39983,2766122.62802
A6308-0173-00,304149.1805,2766138.34701
A6308-0174-00,304500.27821,2766128.00731
A6308-0175-00,304377.59898,2766121.90192
A6308-0176-00,307646.60656,2766119.76118
A6308-0177-00,307609.30833,2766117.24874
A6308-0178-00,305966.12707,2766118.18071
A6308-0179-00,304602.30679,2766108.31878
A6308-0180-00,305622.48925,2766108.26445
A6308-0181-00,308079.72659,2766103.26236
A6308-0182-00,307544.90523,2766100.62994
A6308-0183-00,306012.49959,2766098.9724
A6308-0184-00,305049.1982,2766096.51775
A6308-0185-00,305435.00724,2766093.3726
A6308-0186-00,306099.11744,2766088.07182
A6308-0187-00,305507.44087,2766091.24004
A6308-0188-00,304929.43334,2766086.81505
A6308-0189-00,304297.47697,2766087.32051
A6308-0190-00,305167.30306,2766081.51467
A6308-0191-00,308241.46611,2766089.14247
A6308-0192-00,304436.99526,2766080.94414
A6308-0193-00,304218.75311,2766079.00413
A6308-0194-00,304650.75251,2766075.98835
A6308-0195-00,307204.83166,2766073.81839
A6308-0196-00,305814.8584,2766072.19528
A6308-0197-00,304696.44677,2766064.20648
A6308-0198-00,306442.09695,2766057.39917
A6308-0199-00,307419.85674,2766064.05824
A6308-0200-00,307134.51892,2766056.16737
A6308-0201-00,304547.3886,2766056.05685
A6308-0202-00,304773.93888,2766056.31248
A6308-0203-00,304469.60253,2766049.48793
A6308-0204-00,306813.4241,2766055.70344
A6308-0205-00,307975.52329,2766054.63265
A6308-0206-00,307651.06208,2766047.58278
A6308-0207-00,305733.73378,2766046.25491
A6308-0208-00,306977.72306,2766042.34535
A6308-0209-00,305665.53193,2766049.88844
A6308-0210-00,305925.74221,2766043.25479
A6308-0211-00,305262.82792,2766047.03519
A6308-0212-00,305528.16315,2766037.62294
A6308-0213-00,307823.95222,2766041.03954
A6308-0214-00,307726.16404,2766041.26465
A6308-0215-00,304279.78532,2766037.21665
A6308-0216-00,306184.85256,2766024.45116
A6308-0217-00,305389.16857,2766032.8309
A6308-0218-00,307391.58188,2766030.89715
A6308-0219-00,304751.10075,2766027.00458
A6308-0220-00,304865.55889,2766023.46346
A6308-0221-00,305614.20246,2766016.02374
A6308-0222-00,307527.4251,2766019.08998
A6308-0223-00,306071.02521,2766019.89874
A6308-0224-00,305074.34278,2766015.10174
A6308-0225-00,304654.30716,2766014.49983
A6308-0226-00,307152.47422,2766013.29379
A6308-0227-00,304199.94767,2766012.77433
A6308-0228-00,306292.06144,2766016.2698
A6308-0229-00,304565.24151,2766006.61758
A6308-0230-00,304413.02454,2765999.07174
A6308-0231-00,304733.2476,2765996.61149
A6308-0232-00,307662.32659,2765996.04815
A6308-0233-00,305811.10059,2765998.82969
A6308-0234-00,309642.23848,2766001.15062
A6308-0235-00,306103.33655,2765990.48165
A6308-0236-00,305720.15391,2765989.43156
A6308-0237-00,304240.52118,2765984.50906
A6308-0238-00,304336.79451,2765976.74628
A6308-0239-00,304493.09264,2765980.79062
A6308-0240-00,306962.27094,2765972.07414
A6308-0241-00,305420.38223,2765976.09472
A6308-0242-00,305011.6714,2765974.43207
A6308-0243-00,304581.27545,2765975.63765
A6308-0244-00,307111.05513,2765965.22356
A6308-0245-00,305294.60115,2765963.48111
A6308-0246-00,305828.59262,2765962.42548
A6308-0247-00,305565.88078,2765963.45082
A6308-0248-00,307672.28423,2765955.16407
A6308-0249-00,307501.37948,2765954.47506
A6308-0250-00,307298.51309,2765950.01804
A6308-0251-00,307569.07173,2765950.53477
A6308-0252-00,305909.96372,2765950.65312
A6308-0253-00,305128.50405,2765946.22437
A6308-0254-00,310105.49609,2765963.90396
A6308-0255-00,304086.698,2765944.4563
A6308-0256-00,304911.06649,2765940.84247
A6308-0257-00,304587.37919,2765939.3063
A6308-0258-00,304176.55984,2765939.87136
A6308-0259-00,304607.69611,2765932.02055
A6308-0260-00,304243.42428,2765931.24187
A6308-0261-00,305997.88396,2765929.37878
A6308-0262-00,304515.35499,2765916.43534
A6308-0263-00,305324.24248,2765917.35887
A6308-0264-00,305648.41701,2765913.10427
A6308-0265-00,307679.40493,2765914.82979
A6308-0266-00,305042.37239,2765912.89045
A6308-0267-00,306159.76247,2765918.09005
A6308-0268-00,305504.60236,2765911.90121
A6308-0269-00,307580.22439,2765906.21622
A6308-0270-00,307769.5579,2765898.32611
A6308-0271-00,304782.56556,2765898.1657
A6308-0272-00,304204.19657,2765902.99169
A6308-0273-00,306328.93998,2765897.94378
A6308-0274-00,305746.13785,2765893.70833
A6308-0275-00,309516.8547,2765884.36011
A6308-0276-00,304447.67446,2765890.91599
A6308-0277-00,304293.14122,2765888.94805
A6308-0278-00,305240.45341,2765890.97085
A6308-0279-00,305416.85904,2765890.43162
A6308-0280-00,306011.39317,2765885.33153
A6308-0281-00,306073.74862,2765882.51263
A6308-0282-00,304942.06377,2765874.44858
A6308-0283-00,306654.45701,2765849.19493
A6308-0284-00,305873.88563,2765870.29405
A6308-0285-00,304352.33983,2765869.97965
A6308-0286-00,307951.61598,2765870.21292
A6308-0287-00,305352.25976,2765868.02766
A6308-0288-00,307679.87321,2765870.40743
A6308-0289-00,304402.8776,2765859.34409
A6308-0290-00,307493.10694,2765862.99363
A6308-0291-00,305100.08461,2765861.40182
A6308-0292-00,304192.22242,2765862.1879
A6308-0293-00,307618.27301,2765859.61337
A6308-0294-00,305771.76409,2765856.95742
A6308-0295-00,306184.78893,2765854.18368
A6308-0296-00,307572.14557,2765852.33463
A6308-0297-00,304675.48491,2765836.84684
A6308-0298-00,305168.2733,2765844.73942
A6308-0299-00,305040.61235,2765845.49266
A6308-0300-00,304845.45845,2765844.43522
A6308-0301-00,307289.30386,2765835.11843
A6308-0302-00,305543.60207,2765834.38531
A6308-0303-00,304273.05887,2765834.66355
A6308-0304-00,305304.26726,2765826.8725
A6308-0305-00,306103.14491,2765825.59544
A6308-0306-00,308052.87132,2765831.33909
A6308-0307-00,304897.61171,2765818.93139
A6308-0308-00,306186.68343,2765823.36436
A6308-0309-00,306448.01954,2765825.55135
A6308-0310-00,305698.37617,2765815.99186
A6308-0311-00,304967.3246,2765815.69492
A6308-0312-00,304349.1674,2765813.96413
A6308-0313-00,307979.4689,2765812.12823
A6308-0314-00,307822.47269,2765801.33214
A6308-0315-00,304208.7213,2765811.33742
A6308-0316-00,305923.20258,2765809.5042
A6308-0317-00,305825.58364,2765807.33307
A6308-0318-00,304088.95993,2765812.58567
A6308-0319-00,306170.03285,2765805.40181
A6308-0320-00,305660.0716,2765803.36774
A6308-0321-00,304832.25061,2765802.71302
A6308-0322-00,305777.70089,2765798.83715
A6308-0323-00,307577.45588,2765794.39573
A6308-0324-00,304485.32517,2765796.22855
A6308-0325-00,304423.21102,2765791.65216
A6308-0326-00,305372.74746,2765790.20831
A6308-0327-00,305068.40507,2765787.10258
A6308-0328-00,304160.27586,2765776.20735
A6308-0329-00,307507.02231,2765781.17263
A6308-0330-00,305860.78148,2765780.3589
A6308-0331-00,304260.43122,2765776.64058
A6308-0332-00,306367.08905,2765774.00218
A6308-0333-00,305476.94646,2765773.9395
A6308-0334-00,306304.1461,2765772.10487
A6308-0335-00,304365.98463,2765770.27222
A6308-0336-00,304992.29669,2765764.48247
A6308-0337-00,307640.56169,2765754.72421
A6308-0338-00,308004.08773,2765751.36877
A6308-0339-00,306183.34709,2765747.78478
A6308-0340-00,305702.0438,2765737.63727
A6308-0341-00,306284.3847,2765736.17444
A6308-0342-00,305464.72194,2765737.29599
A6308-0343-00,304501.09086,2765731.01246
A6308-0344-00,304603.56255,2765732.08725
A6308-0345-00,304294.3473,2765731.75187
A6308-0346-00,304914.59961,2765727.32106
A6308-0347-00,305207.59166,2765723.53891
A6308-0348-00,306406.27489,2765721.50487
A6308-0349-00,305797.82925,2765722.30565
A6308-0350-00,304850.07709,2765712.15498
A6308-0351-00,305313.93052,2765722.28868
A6308-0352-00,308277.13287,2765772.44325
A6308-0353-00,305870.02365,2765717.75406
A6308-0354-00,305513.52245,2765715.05516
A6308-0355-00,305113.80543,2765714.48057
A6308-0356-00,304414.43551,2765704.0337
A6308-0357-00,305605.41824,2765704.71687
A6308-0358-00,305432.64363,2765694.54021
A6308-0359-00,307927.31738,2765697.17264
A6308-0360-00,303819.40993,2765705.04161
A6308-0361-00,306367.48871,2765694.45418
A6308-0362-00,304665.88386,2765693.68924
A6308-0363-00,304938.15136,2765687.07424
A6308-0364-00,306285.78552,2765688.6575
A6308-0365-00,305004.8155,2765686.51004
A6308-0366-00,304237.45553,2765684.95923
A6308-0367-00,305890.33338,2765681.13714
A6308-0368-00,305062.31966,2765682.09237
A6308-0369-00,304611.46913,2765679.08476
A6308-0370-00,305727.95598,2765669.41096
A6308-0371-00,304581.52573,2765667.4565
A6308-0372-00,304312.7888,2765665.22164
A6308-0373-00,307161.43841,2765661.942
A6308-0374-00,304739.77558,2765661.07643
A6308-0375-00,305367.03787,2765657.57323
A6308-0376-00,306312.48746,2765656.21013
