,統一編號,商業名稱,商業地址,登記狀態,Type
108142,50658825,聚謝商行,臺北市中正區中華路1段85巷12號,核准設立,餐廳餐館
108354,50668794,四維咖啡商號,臺北市松山區民生東路5段69巷2之2號,核准設立,餐廳餐館
117608,72654921,卿巧美食坊,臺北市內湖區安康路93巷4弄3號2樓,核准設立,餐廳餐館
117954,72669678,文欣早餐店,臺北市士林區福港街233號1樓,核准設立,餐廳餐館
119631,72857670,果子樹工作室,臺北市內湖區民權東路6段296巷121號地下1樓,核准設立,餐廳餐館
119888,72872216,意舍工作室,臺北市松山區民生東路5段137巷2之2號,核准設立,餐廳餐館
120376,72909699,荌蓁早餐店,臺北市中正區寧波西街106之7號1樓,核准設立,餐廳餐館
120388,72928730,天楨食堂,臺北市中山區遼寧街19巷34號,核准設立,餐廳餐館
120391,72929724,稻香石磨腸粉合江分行,臺北市中山區合江街134號1樓,核准設立,餐廳餐館
120398,72938619,粥潤花小吃店,臺北市北投區大同街139號1樓,核准設立,餐廳餐館
120399,72952479,貴婦滷味,臺北市北投區光明路21號,核准設立,餐廳餐館
120400,72962357,恩恩努肉飯,臺北市大安區敦化南路1段160巷37號,核准設立,餐廳餐館
120406,72984887,卡迪斯餐坊,臺北市中山區中山北路1段105巷23號6樓,核准設立,餐廳餐館
120417,72988413,宜豐早餐,臺北市文山區景美街5巷23號,核准設立,餐廳餐館
120423,72991613,木子洋行,臺北市內湖區東湖路43巷26弄7號,核准設立,餐廳餐館
120428,72995913,紅泥小火爐食府,臺北市大安區羅斯福路3段283巷18號1樓,核准設立,餐廳餐館
120429,72996011,滷先生小吃店,臺北市中山區大直街46巷36號,核准設立,餐廳餐館
120430,72997200,龍虎醬小吃店,臺北市大安區通化街24號,核准設立,餐廳餐館
120432,72998257,和平安好食店,臺北市大安區辛亥路2段201號,核准設立,餐廳餐館
120433,72998263,嘉嘉漢堡小吃店,臺北市中正區濟南路2段9號,核准設立,餐廳餐館
120436,72999559,咬一口幸福滿滿小吃店,臺北市文山區興隆路4段109巷4號1樓,核准設立,餐廳餐館
120449,73118104,午冬甜點工作室,臺北市大安區樂利路33號1樓,核准設立,餐廳餐館
120463,73341167,初伴工作室,臺北市信義區松山路541巷14弄1號,核准設立,餐廳餐館
120471,73682495,珍舫小吃店,臺北市北投區實踐街39號,核准設立,餐廳餐館
120482,73717240,羚娜商行,臺北市內湖區內湖路1段591巷15弄1號,核准設立,餐廳餐館
120805,73875177,蜜多餐飲店,臺北市中山區長春路246號1樓,核准設立,餐廳餐館
120836,73884865,阿田麵,臺北市大同區赤峰街44巷20號1樓,核准設立,餐廳餐館
120837,73885013,利欣餐飲店,臺北市內湖區麗山街68巷20號1樓,核准設立,餐廳餐館
120860,73890901,小佛爺咖啡藝文茶坊,臺北市大同區昌吉街81巷7號1樓,核准設立,餐廳餐館
120869,73893061,華碩鐵板燒小吃店,臺北市士林區中山北路6段717號1樓,核准設立,餐廳餐館
120889,73897165,紅爐牛排館,臺北市中正區仁愛路2段32號1樓,核准設立,餐廳餐館
120898,73899781,錦富小吃店,臺北市松山區民生東路5段137巷6弄36號,核准設立,餐廳餐館
120899,73900056,客來棧小吃店,臺北市士林區忠誠路1段105號1樓,核准設立,餐廳餐館
120900,73900680,太陽城軒,臺北市萬華區西園路1段212巷20號1樓2樓,核准設立,餐廳餐館
120904,73903194,芷貽茶坊,臺北市萬華區西園路1段212巷12號1、2樓及14號2樓,核准設立,餐廳餐館
120920,73907305,宏坊商行,臺北市大安區四維路88號,核准設立,餐廳餐館
120932,73913812,一粒麥子出版社,臺北市文山區景中街36號,核准設立,餐廳餐館
120933,73914143,大豐自助餐店,臺北市南港區舊庄街1段71號,核准設立,餐廳餐館
120935,73914360,竹園小吃店,臺北市大同區民權西路144巷14號1樓,核准設立,餐廳餐館
120945,73918817,紅樓東家小吃店,臺北市中正區西藏路8號1樓,核准設立,餐廳餐館
121444,74943096,葡國貝倫坊食品行,臺北市大安區和平東路2段118巷35、37號1樓,核准設立,餐廳餐館
121623,75248412,虎林橘子早餐店,臺北市信義區虎林街57號1樓,核准設立,餐廳餐館
121629,75470159,今朝食堂,臺北市松山區復興北路141巷6弄6號,核准設立,餐廳餐館
121630,75473395,簡單創造工作室,臺北市士林區大北路42號,核准設立,餐廳餐館
121640,75668271,東京廚房,臺北市文山區景華街24號,核准設立,餐廳餐館
121643,75780605,令和小吃店,臺北市中山區中山北路1段135巷33號1樓,核准設立,餐廳餐館
121644,75900550,鶴田屋南京分店,臺北市中山區南京東路3段109巷3號1樓,核准設立,餐廳餐館
121645,75901045,野廚小吃店,臺北市松山區敦化北路222巷34號,核准設立,餐廳餐館
121651,75921611,艾凡斯餐館,臺北市大安區仁愛路3段92號,核准設立,餐廳餐館
121652,75928380,豬窩貓仔間手作坊,臺北市南港區南港路1段171巷16號,核准設立,餐廳餐館
121670,75982258,老士林任家焗烤海鮮店,臺北市士林區大南路42號1樓,核准設立,餐廳餐館
121684,76311399,貢卡姆桑炸雞店,臺北市中山區錦州街341號,核准設立,餐廳餐館
121701,76334956,阿秋海南雞便當店,臺北市南港區南港路1段68號,核准設立,餐廳餐館
121715,76358443,韓飯小吃店,臺北市信義區松山路449號1樓,核准設立,餐廳餐館
121730,76379849,龜山島商行,臺北市松山區民權東路5段15號1樓,核准設立,餐廳餐館
121732,76380698,璐內餐廳,臺北市中山區中山北路1段121巷38號1樓,核准設立,餐廳餐館
121757,76400441,美天小餐館,臺北市中山區錦州街183號,核准設立,餐廳餐館
121768,76411812,寅宅行,臺北市中正區信義路1段9之1號,核准設立,餐廳餐館
121774,76418337,健康早餐店,臺北市中山區大直街3之1號,核准設立,餐廳餐館
121805,76445539,威華燒臘店,臺北市內湖區民權東路6段296巷5號,核准設立,餐廳餐館
121823,76477638,阿德叔叔健康飲食行大安信義分店,臺北市大安區信義路3段202號1樓,核准設立,餐廳餐館
121831,76491934,倆囍號早餐店,臺北市內湖區新明路396號,核准設立,餐廳餐館
121832,76492856,中馨小吃店,臺北市南港區中坡南路13號,核准設立,餐廳餐館
122743,77153587,一級小吃店,臺北市萬華區成都路27巷11號地下樓,核准設立,餐廳餐館
122746,77161123,祖師爺排骨大王,臺北市萬華區貴陽街2段120號1樓,核准設立,餐廳餐館
122751,77172655,豐元素食店,臺北市萬華區萬大路486巷28弄2號1樓,核准設立,餐廳餐館
122752,77176195,欣揚飲食坊,臺北市文山區興隆路2段212號,核准設立,餐廳餐館
122753,77177737,海產張小吃店,臺北市萬華區漢口街2段55號1樓,核准設立,餐廳餐館
122755,77179897,永富小吃店,臺北市萬華區內江街43號1樓,核准設立,餐廳餐館
123344,77419968,女娘小吃店,臺北市士林區天母東路97號1樓,核准設立,餐廳餐館
123345,77423885,福興園行,臺北市士林區德行東路233之3號1樓,核准設立,餐廳餐館
123346,77424580,大東豆漿店,臺北市士林區大東路174號,核准設立,餐廳餐館
123347,77424863,全成小吃店,臺北市士林區至善路3段336巷76號,核准設立,餐廳餐館
123348,77424961,龍族自助餐,臺北市士林區延平北路5段70號,核准設立,餐廳餐館
123350,77430703,鑫仙魚丸店,臺北市士林區德行東路78號1樓,核准設立,餐廳餐館
123353,77481863,鼎紀小吃店,臺北市中山區錦州街429號1樓,核准設立,餐廳餐館
123365,77527951,吳家牛肉麵店,臺北市北投區中央北路1段224號,核准設立,餐廳餐館
123733,77833608,胖子周快餐,臺北市大安區復興南路1段267號,核准設立,餐廳餐館
123734,77843802,牛爸爸牛肉麵店,臺北市內湖區民權東路6段149號,核准設立,餐廳餐館
123736,77851725,政江號傳統小吃店,臺北市大安區金山南路2段109號,核准設立,餐廳餐館
123737,77852169,華南便當盒餐店,臺北市大安區忠孝東路4段26巷65號1樓,核准設立,餐廳餐館
123740,77862223,傳記牛肉麵小吃店,臺北市大安區安東街56號1樓,核准設立,餐廳餐館
123748,77875037,麗多小吃坊,臺北市大安區信義路2段82號,核准設立,餐廳餐館
123749,77875825,府岸海產城,臺北市大安區永康街8巷7號,核准設立,餐廳餐館
123751,77877582,當季平價快餐店,臺北市大安區忠孝東路4段216巷19弄10號1樓,核准設立,餐廳餐館
123752,77878962,台大大葉麵食館,臺北市大安區羅斯福路3段283巷6號,核准設立,餐廳餐館
123753,77879619,紅林飲食店,臺北市大安區臨江街5號1樓,核准設立,餐廳餐館
123757,77885443,新味燒腊店,臺北市大安區復興南路1段107巷43號1樓,核准設立,餐廳餐館
123759,77887580,華軒食品行,臺北市大安區泰順街42之1號,核准設立,餐廳餐館
123760,77887879,趙時機小吃店,臺北市大安區通安街83號,核准設立,餐廳餐館
123761,77888693,關心餐坊,臺北市大安區東豐街59號1樓,核准設立,餐廳餐館
123770,77896103,小箖海產店,臺北市大安區光復南路574之1號及574之2號,核准設立,餐廳餐館
123775,77897855,吉弟食品行,臺北市大同區西寧北路78之1號,核准設立,餐廳餐館
123789,77902724,小荳荳自助餐,臺北市大安區敦化南路2段200巷14弄10號1樓,核准設立,餐廳餐館
123791,77903884,廖嬌米粉湯店,臺北市大安區延吉街72之12號1樓,核准設立,餐廳餐館
123792,77904309,日日香小館,臺北市大安區瑞安街208巷21號1樓,核准設立,餐廳餐館
123793,77904429,禎記飲食店,臺北市大安區延吉街131巷7號,核准設立,餐廳餐館
123794,77904835,小愛自助餐,臺北市大安區忠孝東路4段170巷31號1樓,核准設立,餐廳餐館
123796,77905736,澳華燒鵝店,臺北市大安區通化街38巷23號,核准設立,餐廳餐館
123799,77906502,佶田小吃店,臺北市大安區復興南路2段148巷37號1樓,核准設立,餐廳餐館
123800,77906622,糊塗麵館,臺北市大安區溫州街22巷11號,核准設立,餐廳餐館
123803,77907306,嘉家客家菜館,臺北市大安區永康街2巷10號,核准設立,餐廳餐館
123804,77907312,巧味小吃店,臺北市大安區和平東路2段118巷43號,核准設立,餐廳餐館
123809,77908500,家園小館,臺北市大安區羅斯福路2段15巷2號,核准設立,餐廳餐館
123817,77911337,紅蕃茄牛肉麵店,臺北市大安區仁愛路4段300巷26弄23號1樓,核准設立,餐廳餐館
123827,77913594,鼎旺小吃店,臺北市大安區大安路1段251號1樓,核准設立,餐廳餐館
123835,77922849,萬溪土雞城餐坊,臺北市士林區至善路3段290巷96號,核准設立,餐廳餐館
123837,77923621,白毫素食天地,臺北市士林區克強路1號1樓,核准設立,餐廳餐館
124121,78060432,祥合飲食店,臺北市信義區吳興街269巷14號,核准設立,餐廳餐館
124422,78276405,藍香商店,臺北市中正區林森南路61巷5號,核准設立,餐廳餐館
124473,78354133,高平小吃店,臺北市松山區撫遠街350號1樓,核准設立,餐廳餐館
124474,78358222,孫記麵店,臺北市松山區南京東路4段52巷13號1樓,核准設立,餐廳餐館
124480,78361330,豬小弟小吃店,臺北市松山區敦化北路199巷2弄1號,核准設立,餐廳餐館
124481,78362669,小豆子豆漿店,臺北市中正區忠孝東路2段106號1樓,核准設立,餐廳餐館
124485,78368832,貳零貳餐坊,臺北市中正區汀州路3段164號3樓,核准設立,餐廳餐館
124486,78371999,奇福小館,臺北市中正區寧波西街17號1樓,核准設立,餐廳餐館
124491,78375019,妙緣素食館,臺北市中正區忠孝西路1段72之25號,核准設立,餐廳餐館
124492,78376087,隆成燒臘店,臺北市中正區金門街8之1號1樓,核准設立,餐廳餐館
124494,78377797,智靜素食館,臺北市中正區南昌路1段41號1樓,核准設立,餐廳餐館
124497,78379578,石記牛肉麵店,臺北市中正區羅斯福路3段244巷10弄21號,核准設立,餐廳餐館
124618,78492059,順福自助餐店,臺北市中山區吉林路406號1樓,核准設立,餐廳餐館
124621,78494486,世億商號,臺北市中山區華陰街2號1樓,核准設立,餐廳餐館
124627,78502161,吳師小吃店,臺北市中山區南京東路1段132巷30號1樓,核准設立,餐廳餐館
124629,78502280,八條牛肉麵店,臺北市中山區林森北路133巷58之1號1樓,核准設立,餐廳餐館
124630,78502943,清粥皇小吃店,臺北市中山區林森北路133巷巷58之3號1樓,核准設立,餐廳餐館
125679,79233708,臺灣茶王之家,臺北市中山區松江路416號1樓,核准設立,餐廳餐館
125694,79803030,莉莎餐飲,臺北市松山區南京東路5段267號2樓,核准設立,餐廳餐館
125695,79803860,室驊文化工作室,臺北市士林區德行東路35號1樓,核准設立,餐廳餐館
125704,79811756,老漢商行,臺北市中正區汀州路3段160巷4-1號,核准設立,餐廳餐館
125707,79816886,大神企業社,臺北市中山區長春路81號1樓,核准設立,餐廳餐館
125714,79821918,蔬亨軒商行,臺北市信義區松隆路276號,核准設立,餐廳餐館
125721,79825914,泉洲早餐店,臺北市中正區汀洲路1段386號、388號,核准設立,餐廳餐館
125723,79826723,禾泰貳食堂,臺北市大安區師大路105巷3號,核准設立,餐廳餐館
125751,79843103,安娜咖啡餐飲館,臺北市松山區健康路233號1樓,核准設立,餐廳餐館
125772,79850080,花花烘焙坊,臺北市松山區八德路4段699之3號1樓,核准設立,餐廳餐館
125773,79850379,黝皓嘎逼咖啡館,臺北市南港區南港路1段153號1樓,核准設立,餐廳餐館
125778,79855058,八德安東食堂,臺北市中山區埤頭里安東街2之2號,核准設立,餐廳餐館
125780,79857128,覓廚定食,臺北市中山區建國北路2段151巷24號,核准設立,餐廳餐館
125782,79864057,星期天早上企業社,臺北市文山區羅斯福路6段26巷1號1樓,核准設立,餐廳餐館
125792,79871661,賈霸商行,臺北市文山區指南路1段29號1樓,核准設立,餐廳餐館
125794,79871775,珍宏餐飲企業社,臺北市文山區景興路174號,核准設立,餐廳餐館
125795,79872021,五秓小吃部,臺北市中山區松江路22號1樓,核准設立,餐廳餐館
125796,79872134,麗德餐坊林森三店,臺北市中山區林森北路119巷76號1樓,核准設立,餐廳餐館
125803,79875054,花現義式企業社,臺北市信義區中坡南路211號,核准設立,餐廳餐館
125808,79877953,樂彼全球制造社,臺北市大安區延吉街131巷18號1樓,核准設立,餐廳餐館
127281,80980792,二雪映月美食館,臺北市松山區東興路16號1樓,核准設立,餐廳餐館
127288,80981687,麵線王麵線專賣店,臺北市大安區復興南路1段135巷1號1樓,核准設立,餐廳餐館
127289,80981693,欣瑀小吃店,臺北市南港區研究院路2段7之7號1樓,核准設立,餐廳餐館
127301,80983138,食來運轉餐坊,臺北市士林區小東街31號1樓,核准設立,餐廳餐館
127309,80983685,味奇香烤鴨莊,臺北市松山區南京東路5段370號,核准設立,餐廳餐館
127340,80986070,晨馨餐飲,臺北市大安區信義路4段42號2樓,核准設立,餐廳餐館
127352,80987090,珍品小館,臺北市中正區青島東路7之5號,核准設立,餐廳餐館
127361,80987606,海天自助洗衣店,臺北市文山區羅斯福路5段291號,核准設立,餐廳餐館
127365,80988062,金米自助餐店,臺北市中山區四平街25號1樓,核准設立,餐廳餐館
127382,80989365,及香手工水餃店,臺北市北投區大業路300巷18號1樓,核准設立,餐廳餐館
127392,80989941,郭記牛肉麵店,臺北市中正區汀州路2段152號,核准設立,餐廳餐館
127394,80990383,趙中原麵店,臺北市士林區雨聲街8巷1之1號1樓,核准設立,餐廳餐館
127400,80991242,筑豐餐館,臺北市中山區錦州街402號1樓,核准設立,餐廳餐館
127404,80991670,九豐小吃麵店,臺北市中正區忠孝西路1段100號1樓,核准設立,餐廳餐館
127417,80992235,麗苑餐館,臺北市大安區忠孝東路4段216巷46號1樓,核准設立,餐廳餐館
127432,80993500,東瀛池上飯包店,臺北市中山區龍江路356巷18號1樓,核准設立,餐廳餐館
127472,80996231,金玉滿堂小吃館,臺北市中山區南京東路3段216巷5號1樓,核准設立,餐廳餐館
127474,80996295,福仔小吃店,臺北市北投區清江路9號,核准設立,餐廳餐館
127476,80996339,朝陽飲食店,臺北市內湖區行善路25巷1弄1號1樓,核准設立,餐廳餐館
127481,80996470,曼摩小吃店,臺北市中山區伊通街66巷3之3號1樓,核准設立,餐廳餐館
127483,80996746,菲登麵店,臺北市中正區羅斯福路1段9巷5號1樓,核准設立,餐廳餐館
127498,80997793,韓食村小吃店,臺北市文山區羅斯福路5段184號1樓,核准設立,餐廳餐館
127499,80997935,阿里港小吃店,臺北市中正區南昌路1段145號1樓,核准設立,餐廳餐館
127507,80998420,國龍餃子小吃店,臺北市大安區瑞安街85號1樓,核准設立,餐廳餐館
127521,80999201,巧味香排骨快餐店,臺北市中山區五常街53巷29號,核准設立,餐廳餐館
131170,81628663,來我家飲食店,臺北市北投區中央北路3段40巷20弄9號1樓,核准設立,餐廳餐館
131184,81635192,家味鮮小吃店,臺北市中山區天津街23號,核准設立,餐廳餐館
131186,81637902,九品溫州大餛飩,臺北市大安區永康街34之3號1樓,核准設立,餐廳餐館
131187,81638162,弘冠小吃店,臺北市中山區遼寧街44號1樓,核准設立,餐廳餐館
131188,81638873,隨意小吃店,臺北市中山區中山北路1段33巷10號1樓,核准設立,餐廳餐館
131190,81639346,華統自助餐店,臺北市信義區逸仙路50巷26號1樓,核准設立,餐廳餐館
131201,81650094,香都小吃店,臺北市信義區忠孝東路5段743巷9號1樓,核准設立,餐廳餐館
131208,81654893,六季香茶坊,臺北市文山區指南路3段34巷53之1號,核准設立,餐廳餐館
131209,81655963,茶言觀舍茶坊,臺北市文山區指南路3段38巷20號,核准設立,餐廳餐館
131212,81658027,煎茶園茶坊,臺北市文山區指南路3段40巷20之1號,核准設立,餐廳餐館
131215,81663801,北峰豆漿店,臺北市北投區中央北路1段141號,核准設立,餐廳餐館
131216,81663817,一德豆漿店,臺北市北投區中央北路4段499號1樓,核准設立,餐廳餐館
131223,81668572,阿雪真甕雞商行,臺北市中山區松江路518號,核准設立,餐廳餐館
131236,81682700,亞都迷你火鍋城,臺北市大安區忠孝東路4段101巷12、16號,核准設立,餐廳餐館
131238,81684290,湖田大樹下餐坊,臺北市北投區竹子湖路26號,核准設立,餐廳餐館
131240,81688943,道緣小吃店,臺北市士林區福壽街3號5號7號1樓,核准設立,餐廳餐館
131241,81689350,巴登食坊,臺北市士林區天母東路69巷11之4號,核准設立,餐廳餐館
131247,81694847,緣的小吃店,臺北市中山區中山北路1段83巷16號,核准設立,餐廳餐館
131250,81696134,阿土羊肉爐小吃店,臺北市士林區福港街146號1樓,核准設立,餐廳餐館
131261,81702826,春來麵線店,臺北市信義區忠孝東路5段743巷7號1樓,核准設立,餐廳餐館
131262,81706983,兩喜號,臺北市萬華區廣州街245號1樓,核准設立,餐廳餐館
131268,81712887,紅木屋休閒茶館,臺北市文山區指南路3段38巷31號,核准設立,餐廳餐館
131270,81713990,水果族專賣店,臺北市信義區忠孝東路5段215巷23號,核准設立,餐廳餐館
131272,81716429,上暘茶莊,臺北市文山區指南路3段38巷16之2號1樓,核准設立,餐廳餐館
131280,81718910,貓空山水客茶坊,臺北市文山區指南路3段40巷8之5號,核准設立,餐廳餐館
131285,81726340,雙子星食品行,臺北市士林區福國路15巷20號(1樓),核准設立,餐廳餐館
131290,81727903,佳昇小吃店,臺北市松山區南京東路3段335巷7號1樓,核准設立,餐廳餐館
131291,81728776,緣園小吃店,臺北市士林區中山北路6段157巷6號1樓,核准設立,餐廳餐館
131298,81733525,吉生小吃店,臺北市中山區南京東路3段216巷11號,核准設立,餐廳餐館
131299,81734138,大台北鎮豆漿大王店,臺北市中正區汀州路1段97號、南海路79號1樓,核准設立,餐廳餐館
131303,81738802,蘭姥姥小吃店,臺北市中山區伊通街66巷3號,核准設立,餐廳餐館
131310,81742340,榮德商店,臺北市萬華區艋舺大道120巷38弄6號,核准設立,餐廳餐館
131317,81747817,寶樹堂茶館,臺北市南港區舊莊街2段臨334號,核准設立,餐廳餐館
131318,81747838,興亞鐵板燒店,臺北市信義區信義路6段98號1樓,核准設立,餐廳餐館
131330,81752108,芳淇茶坊,臺北市萬華區三水街106巷1號,核准設立,餐廳餐館
131339,81756104,溏老鴨小吃店,臺北市大安區新生南路3段70巷3號1樓,核准設立,餐廳餐館
131342,81759186,加爾第咖啡店,臺北市信義區吳興街269巷1弄21號,核准設立,餐廳餐館
131353,81763203,美式餐坊,臺北市士林區中山北路6段11號,核准設立,餐廳餐館
131355,81765194,昆陽牛肉麵店,臺北市南港區昆陽街140巷5號,核准設立,餐廳餐館
131360,81767257,北平邱家小館,臺北市松山區延壽街97號,核准設立,餐廳餐館
131364,81769086,寶屋小吃店,臺北市士林區中正路235巷6號,核准設立,餐廳餐館
131389,81778402,味自慢小吃店,臺北市文山區景興路118號,核准設立,餐廳餐館
131396,81780651,池美小吃店,臺北市文山區羅斯福路6段300號1樓,核准設立,餐廳餐館
131400,81781244,福安茶坊,臺北市萬華區西園路1段212巷40號1樓、2樓、3樓,核准設立,餐廳餐館
131402,81782118,鹿家莊麵食館,臺北市松山區三民路131號,核准設立,餐廳餐館
131412,81785500,池隆小吃店,臺北市文山區興隆路1段236號1樓,核准設立,餐廳餐館
131417,81786819,錢呈小吃店,臺北市士林區中山北路6段289號1樓,核准設立,餐廳餐館
131419,81787107,人間第一美味餐飲店,臺北市松山區八德路4段423號1樓,核准設立,餐廳餐館
131430,81789301,香港珍園燒臘店,臺北市文山區興隆路3段176號,核准設立,餐廳餐館
131452,81792066,彭家乾意麵,臺北市松山區敦化北路145巷8號,核准設立,餐廳餐館
131473,81795649,巢鴨壽司店,臺北市中山區民權東路2段116號,核准設立,餐廳餐館
131474,81795681,林田餐坊,臺北市中山區中山北路2段65巷14之1號1樓,核准設立,餐廳餐館
132783,82122902,樺沐國際企業社,臺北市信義區虎林街132巷43號,核准設立,餐廳餐館
134645,82308392,魏大爺火鍋店,臺北市萬華區大理街42巷5號1樓,核准設立,餐廳餐館
134878,82349302,魏桑蝦仁羮,臺北市中山區農安街188號地下,核准設立,餐廳餐館
135150,82362825,楓颺企業社,臺北市萬華區西藏路182號,核准設立,餐廳餐館
139645,83901076,尹品軒小吃店,臺北市北投區尊賢街215號,核准設立,餐廳餐館
139651,83903047,一町小吃店,臺北市中山區中山北路1段83巷18之2號1樓,核准設立,餐廳餐館
139655,83903692,立宇飲食店,臺北市內湖區文德路22巷27弄1號1樓,核准設立,餐廳餐館
139657,83903911,雅亭小吃店,臺北市大同區華亭街49號1樓,核准設立,餐廳餐館
139658,83903996,新卡莎素食店,臺北市中正區羅斯福路4段52巷1號1樓,核准設立,餐廳餐館
139666,83906570,小東京美膳小吃店,臺北市松山區塔悠路194號,核准設立,餐廳餐館
139667,83906874,魚鄉屋,臺北市中山區明水路397巷2弄26號1樓,核准設立,餐廳餐館
139670,83907590,加鴻自助餐店,臺北市中山區興安街53之4號1樓,核准設立,餐廳餐館
139677,83909627,泰正點泰式餐坊,臺北市中正區汀州路3段166號1樓,核准設立,餐廳餐館
139678,83909648,林家乾麵店,臺北市中正區泉州街11號,核准設立,餐廳餐館
139693,83914749,好鄰居快餐店,臺北市內湖區瑞光路319號1樓,核准設立,餐廳餐館
139695,83914826,綠也素食館,臺北市大安區忠孝東路4段223巷10弄10號1樓,核准設立,餐廳餐館
139712,83917844,極品軒小吃店,臺北市中正區重慶南路1段121號3樓之18,核准設立,餐廳餐館
139716,83918225,三民羊肉專賣店,臺北市中山區吉林路434號1樓,核准設立,餐廳餐館
139722,83919982,吾念臻餐坊,臺北市北投區大興街62號1樓,核准設立,餐廳餐館
139731,83922950,玫瑰園餐廳,臺北市萬華區西園路1段212巷10號1、2樓,核准設立,餐廳餐館
139746,83928510,竹林樓餐館,臺北市內湖區民權東路6段296巷25號1樓,核准設立,餐廳餐館
139765,83933801,德忞食館,臺北市中正區杭州南路1段97號1樓,核准設立,餐廳餐館
139766,83934180,葫蘆鐵板城,臺北市中山區長安東路2段40之1號1樓,核准設立,餐廳餐館
139773,83936928,原住民牛巴達小吃店,臺北市北投區承德路7段382之1號、1樓,核准設立,餐廳餐館
139781,83939185,喜來客小吃店,臺北市萬華區漢中街109之1號1、2樓,核准設立,餐廳餐館
139786,83942766,一鑫鵝肉麵店,臺北市萬華區廣州街152巷8號,核准設立,餐廳餐館
139794,83945460,烏石港海產店,臺北市中山區農安街96號1樓,核准設立,餐廳餐館
139804,83948797,皇冠複合式餐廳,臺北市中山區雙城街32巷8號1樓,核准設立,餐廳餐館
140371,85151605,野草盒子工作室,臺北市信義區忠孝東路5段61號1樓,核准設立,餐廳餐館
140662,85165517,固圓企業社,臺北市松山區富錦街348號,核准設立,餐廳餐館
140757,85169675,熊壹樂生活國際企業社,臺北市內湖區港華街125號,核准設立,餐廳餐館
140772,85170188,葉之食堂,臺北市大同區重慶北路2段235號之1號1樓,核准設立,餐廳餐館
140831,85172778,旋轉義式披薩餐廳,臺北市松山區敦化北路165巷6號1樓,核准設立,餐廳餐館
142330,85339475,風鈴居咖啡,臺北市大安區樂業街130號1樓,核准設立,餐廳餐館
142905,85430207,好春國際事業商行,臺北市中正區杭州南路2段52號,核准設立,餐廳餐館
150552,87308977,皇嘉俱樂部,臺北市中山區建國北路3段92號4樓,核准設立,餐廳餐館
150853,87328045,待寧餐館,臺北市中正區丹陽街6之2號1樓,核准設立,餐廳餐館
150899,87330773,早旬咖啡廳,臺北市南港區研究院路1段130巷99號C棟C111室,核准設立,餐廳餐館
152655,87492045,小米廚房,臺北市萬華區康定路25巷26號1樓,核准設立,餐廳餐館
152721,87495177,玉莊越式河粉,臺北市松山區南京東路5段250巷11號,核准設立,餐廳餐館
152755,87496963,巴蜀傳奇川味小吃,臺北市中正區羅斯福路3段316巷10之2號,核准設立,餐廳餐館
154851,88087868,傑艾工作室,臺北市萬華區東園街166號1樓,核准設立,餐廳餐館
154852,88088120,魚京行,臺北市信義區忠孝東路5段252號,核准設立,餐廳餐館
154854,88089394,台北逸馨文化商號,臺北市中正區延平南路98號2樓,核准設立,餐廳餐館
154855,88094397,川佬精緻料理餐盒店,臺北市信義區松仁路190號1樓,核准設立,餐廳餐館
154856,88102782,老城西小吃店,臺北市萬華區康定路18之2號1樓,核准設立,餐廳餐館
154857,88107766,山東仁和興生鮮水餃專賣店,臺北市內湖區星雲街15巷1號,核准設立,餐廳餐館
154858,88108759,好味涼亭舖,臺北市中正區杭州南路2段102號1樓,核准設立,餐廳餐館
154859,88110072,南京廣東粥店,臺北市松山區南京東路5段23巷4號1樓,核准設立,餐廳餐館
154860,88112851,祐恩商行,臺北市內湖區洲子街50號,核准設立,餐廳餐館
154861,88115055,正宗花雕雞粵式餐廳,臺北市萬華區大理街108號2樓,核准設立,餐廳餐館
154865,88135897,炸遍餐食坊,臺北市士林區劍潭路78號1樓,核准設立,餐廳餐館
154866,88136045,九圖餐飲小吃店,臺北市大安區復興南路1段107巷5弄2號1樓,核准設立,餐廳餐館
154868,88136333,樺欣商行,臺北市士林區天母東路22巷23號1樓之3,核准設立,餐廳餐館
154870,88137121,鼎鮮小吃,臺北市松山區市民大道5段5號,核准設立,餐廳餐館
154872,88137614,拾貳宗餐飲企業社,臺北市文山區福興路41號,核准設立,餐廳餐館
154873,88139280,爭霸餐飲食坊,臺北市中山區新生北路2段66之13號1樓,核准設立,餐廳餐館
154874,88141167,薇楓餐廳,臺北市中山區民生東路1段48號地下1層,核准設立,餐廳餐館
154875,88142068,好樣良作健康廚房,臺北市內湖區陽光街289號,核准設立,餐廳餐館
154876,88143073,豐華企業社,臺北市大安區和平東路2段116號,核准設立,餐廳餐館
154877,88143405,豐沃商行,臺北市松山區八德路4段91巷9號,核准設立,餐廳餐館
154878,88145678,禾牧麵食館,臺北市文山區景美街118號,核准設立,餐廳餐館
154880,88148176,小酌企業社,臺北市文山區木新路2段127號,核准設立,餐廳餐館
154881,88148696,龍宮小吃店,臺北市中山區新生北路2段60巷9號1樓,核准設立,餐廳餐館
154882,88148788,淡然曙光工作室,臺北市萬華區和平西路3段65號,核准設立,餐廳餐館
154885,88149225,時令餐桌企業社,臺北市大安區光復南路442號,核准設立,餐廳餐館
154886,88149251,小食堂創意食社,臺北市中山區四平街59號,核准設立,餐廳餐館
154887,88149457,纖饌美食坊,臺北市信義區忠孝東路5段71巷28號,核准設立,餐廳餐館
